time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
604000,2022-05-13 16:38:15,-34.4373640673645,-59.0519198410056,112.204728,,,201.5830753483,38.057744,0,129.812012028,5810.2364064,17,10,22.824,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.5, 4.6, 3.4,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,74,,,,,,,17.098,100.76,201.5830753483,112.204728,6,P-GPS,
604100,2022-05-13 16:38:15,-34.4373640609221,-59.0519198413588,112.204728,,,201.5830753483,38.057744,0,129.813980532,5810.2364064,17,10,22.824,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.5, 4.6, 3.2,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,74,,,,,,,17.098,100.76,201.5830753483,112.204728,6,P-GPS,
604200,2022-05-13 16:38:16,-34.4373640502649,-59.0519198469472,112.204728,,,201.5830753483,38.057744,0,129.81627712,5810.2692148,17,10,22.824,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.5, 4.6, 3.2,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,74,,,,,,,17.098,100.76,201.5830753483,112.204728,6,P-GPS,
604300,2022-05-13 16:38:16,-34.4373640398132,-59.0519198515593,112.204728,,,201.5830753483,38.057744,0,129.818901792,5810.2692148,17,10,22.824,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.6, 4.6, 3.2,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,74,,,,,,,17.098,100.76,201.5830753483,112.204728,6,P-GPS,
604400,2022-05-13 16:38:16,-34.4373640260718,-59.0519198578333,112.204728,,,201.5830753483,38.057744,0,129.821854548,5810.2692148,17,10,22.824,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.6, 4.6, 3.1,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,74,,,,,,,17.098,100.76,201.5830753483,112.204728,6,P-GPS,
604500,2022-05-13 16:38:16,-34.4373640117479,-59.0519198507906,112.204728,,,201.5830753483,38.057744,0,129.827431976,5810.2692148,17,10,22.824,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.6, 4.6, 3.1,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,74,,,,,,,17.098,100.76,201.5830753483,112.204728,6,P-GPS,
604600,2022-05-13 16:38:16,-34.437363992318,-59.0519198491078,112.204728,,,201.5830753483,38.057744,0,129.833665572,5810.2692148,17,10,22.824,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.6, 4.5, 3,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,74,,,,,,,17.098,100.76,201.5830753483,112.204728,6,P-GPS,
604700,2022-05-13 16:38:16,-34.4373639690502,-59.0519198466564,112.204728,,,201.5830753483,38.057744,0,129.841211504,5810.2692148,17,10,22.824,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.6, 4.3, 3,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,74,,,,,,,17.098,100.76,201.5830753483,112.204728,6,P-GPS,
604800,2022-05-13 16:38:16,-34.437363947907,-59.0519198365183,112.204728,,,201.5830753483,38.057744,0,129.849413604,5810.3020232,17,10,22.824,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.5, 4, 3,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,74,,,,,,,17.098,100.76,201.5830753483,112.204728,6,P-GPS,
604900,2022-05-13 16:38:16,-34.4373639253931,-59.051919832301,112.204728,,,201.5830753483,38.057744,0,129.856959536,5810.3020232,17,10,22.806,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.5, 4.1, 3.2,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,74,,,,,,,17.392,100.76,201.5830753483,112.204728,6,P-GPS,
605000,2022-05-13 16:38:16,-34.4373639097327,-59.0519198361651,112.204728,,,201.5830753483,38.057744,0,129.861224628,5810.3020232,17,10,22.806,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.4, 4.3, 3.2,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,74,,,,,,,17.392,100.76,201.5830753483,112.204728,6,P-GPS,
605100,2022-05-13 16:38:16,-34.4373638956486,-59.0519198500843,112.204728,,,201.5830753483,38.057744,0,129.863193132,5810.3020232,17,10,22.806,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.5, 4.5, 2.9,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,74,,,,,,,17.392,100.76,201.5830753483,112.204728,6,P-GPS,
605200,2022-05-13 16:38:17,-34.4373638719353,-59.0519198630062,112.204728,,,201.5830753483,38.057744,0,129.868442476,5810.3348316,17,10,22.806,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.5, 4.7, 2.7,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,74,,,,,,,17.392,100.76,201.5830753483,112.204728,6,P-GPS,
605300,2022-05-13 16:38:17,-34.4373638579883,-59.0519198802078,112.204728,,,201.5830753483,38.057744,0,129.869754812,5810.3348316,17,10,22.806,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.4, 4.7, 2.6,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,74,,,,,,,17.392,100.76,201.5830753483,112.204728,6,P-GPS,
605400,2022-05-13 16:38:17,-34.437363841437,-59.0519198964329,112.204728,,,201.5830753483,38.057744,0,129.8720514,5810.3348316,17,10,22.806,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.5, 4.6, 2.6,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,74,,,,,,,17.392,100.76,201.5830753483,112.204728,6,P-GPS,
605500,2022-05-13 16:38:17,-34.437363803297,-59.051919919223,112.204728,,,201.5830753483,38.057744,0,129.8802535,5810.36764,17,10,22.806,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.5, 4.4, 2.6,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,74,,,,,,,17.392,100.76,201.5830753483,112.204728,6,P-GPS,
605600,2022-05-13 16:38:17,-34.437363777322,-59.0519199364869,112.204728,,,201.5830753483,38.057744,0,129.88517476,5810.36764,17,10,22.806,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.5, 4.3, 2.6,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,74,,,,,,,17.392,100.76,201.5830753483,112.204728,6,P-GPS,
605700,2022-05-13 16:38:17,-34.4373637588859,-59.0519199503852,112.204728,,,201.5830753483,38.057744,0,129.8884556,5810.36764,17,10,22.806,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.4, 4.3, 2.7,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,74,,,,,,,17.392,100.76,201.5830753483,112.204728,6,P-GPS,
605800,2022-05-13 16:38:17,-34.4373637514841,-59.0519199648238,112.204728,,,201.5830753483,38.057744,0,129.8884556,5810.36764,17,10,22.806,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.4, 4.5, 2.9,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,74,,,,,,,17.392,100.76,201.5830753483,112.204728,6,P-GPS,
605900,2022-05-13 16:38:17,-34.4373637352069,-59.0519199793246,112.204728,,,201.5830753483,38.057744,0,129.891080272,5810.4004484,17,10,22.8,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.4, 4.9, 3.1,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,74,,,,,,,17.228,100.76,201.5830753483,112.204728,6,P-GPS,
606000,2022-05-13 16:38:17,-34.4373637338019,-59.051920011401,112.204728,,,201.5830753483,38.057744,0,129.886159012,5810.4004484,17,10,22.8,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.5, 5, 3,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,74,,,,,,,17.228,100.76,201.5830753483,112.204728,6,P-GPS,
606100,2022-05-13 16:38:18,-34.4373637310605,-59.0519200480894,112.204728,,,201.5830753483,38.057744,0,129.881237752,5810.4004484,17,10,22.8,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.5, 5, 2.6,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,74,,,,,,,17.228,100.76,201.5830753483,112.204728,6,P-GPS,
606200,2022-05-13 16:38:18,-34.437363726777,-59.0519200793555,112.204728,,,201.5830753483,38.057744,0,129.877300744,5810.4004484,17,10,22.8,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.5, 5, 2.4,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,74,,,,,,,17.228,100.76,201.5830753483,112.204728,6,P-GPS,
606300,2022-05-13 16:38:18,-34.437363725886,-59.0519201045346,112.204728,,,201.5830753483,38.057744,0,129.873363736,5810.4332568,17,10,22.8,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.6, 4.9, 2.4,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,74,,,,,,,17.228,100.76,201.5830753483,112.204728,6,P-GPS,
606400,2022-05-13 16:38:18,-34.4373637253377,-59.0519201282803,112.204728,,,201.5830753483,38.057744,0,129.869754812,5810.4332568,17,10,22.8,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.6, 4.7, 2.4,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,74,,,,,,,17.228,100.76,201.5830753483,112.204728,6,P-GPS,
606500,2022-05-13 16:38:18,-34.4373637222537,-59.0519201455234,112.204728,,,201.5830753483,38.057744,0,129.867786308,5810.4332568,17,10,22.8,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.6, 4.6, 2.4,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,74,,,,,,,17.228,100.76,201.5830753483,112.204728,6,P-GPS,
606600,2022-05-13 16:38:18,-34.4373637178331,-59.0519201426149,112.204728,,,201.5830753483,38.057744,0,129.869754812,5810.4332568,17,10,22.8,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.6, 4.6, 2.5,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,74,,,,,,,17.228,100.76,201.5830753483,112.204728,6,P-GPS,
606700,2022-05-13 16:38:18,-34.4373637226306,-59.0519201626419,112.204728,,,201.5830753483,38.057744,0,129.864833552,5810.4332568,17,10,22.8,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.5, 4.8, 2.5,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,74,,,,,,,17.228,100.76,201.5830753483,112.204728,6,P-GPS,
606800,2022-05-13 16:38:18,-34.4373637290044,-59.0519201832298,112.204728,,,201.5830753483,38.057744,0,129.859584208,5810.4660652,17,10,22.8,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.5, 5, 2.5,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,74,,,,,,,17.228,100.76,201.5830753483,112.204728,6,P-GPS,
606900,2022-05-13 16:38:18,-34.4373637280449,-59.051920205355,112.204728,,,201.5830753483,38.057744,0,129.856303368,5810.4660652,17,10,22.812,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.5, 5.1, 2.5,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,73,,,,,,,17.246,100.94,201.5830753483,112.204728,6,P-GPS,
607000,2022-05-13 16:38:18,-34.4373637354468,-59.051920237556,112.204728,,,201.5830753483,38.057744,0,129.848757436,5810.4660652,17,10,22.812,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.5, 5.1, 2.4,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,73,,,,,,,17.246,100.94,201.5830753483,112.204728,6,P-GPS,
607100,2022-05-13 16:38:19,-34.4373637467551,-59.0519202658306,112.204728,,,201.5830753483,38.057744,0,129.840555336,5810.4660652,17,10,22.812,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.6, 5.2, 2.5,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,73,,,,,,,17.246,100.94,201.5830753483,112.204728,6,P-GPS,
607200,2022-05-13 16:38:19,-34.4373637599139,-59.0519202932949,112.204728,,,201.5830753483,38.057744,0,129.832025152,5810.4988736,17,10,22.812,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.6, 5.3, 2.6,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,73,,,,,,,17.246,100.94,201.5830753483,112.204728,6,P-GPS,
607300,2022-05-13 16:38:19,-34.4373637790011,-59.0519203157318,112.204728,,,201.5830753483,38.057744,0,129.822510716,5810.4988736,17,10,22.812,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.7, 5.2, 2.7,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,73,,,,,,,17.246,100.94,201.5830753483,112.204728,6,P-GPS,
607400,2022-05-13 16:38:19,-34.4373637978484,-59.0519203396852,112.204728,,,201.5830753483,38.057744,0,129.81299628,5810.4988736,17,10,22.812,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.6, 5.1, 2.6,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,73,,,,,,,17.246,100.94,201.5830753483,112.204728,6,P-GPS,
607500,2022-05-13 16:38:19,-34.4373638101505,-59.051920375501,112.204728,,,201.5830753483,38.057744,0,129.803481844,5810.531682,17,10,22.812,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.6, 5.2, 2.5,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,73,,,,,,,17.246,100.94,201.5830753483,112.204728,6,P-GPS,
607600,2022-05-13 16:38:19,-34.4373638197112,-59.051920431323,112.204728,,,201.5830753483,38.057744,0,129.791342736,5810.531682,17,10,22.812,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.5, 5.4, 2.5,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,73,,,,,,,17.246,100.94,201.5830753483,112.204728,6,P-GPS,
607700,2022-05-13 16:38:19,-34.4373638333841,-59.0519204665572,112.204728,,,201.5830753483,38.057744,0,129.781500216,5810.531682,17,10,22.812,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.6, 5.6, 2.3,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,73,,,,,,,17.246,100.94,201.5830753483,112.204728,6,P-GPS,
607800,2022-05-13 16:38:19,-34.4373638408202,-59.0519204905314,112.204728,,,201.5830753483,38.057744,0,129.77526662,5810.5644904,17,10,22.812,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.6, 5.6, 2.2,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,73,,,,,,,17.246,100.94,201.5830753483,112.204728,6,P-GPS,
607900,2022-05-13 16:38:19,-34.4373638402034,-59.0519204976987,112.204728,,,201.5830753483,38.057744,0,129.774282368,5810.5644904,17,10,22.806,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.6, 5.4, 2.4,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,73,,,,,,,17.4,100.94,201.5830753483,112.204728,6,P-GPS,
608000,2022-05-13 16:38:19,-34.4373638377018,-59.051920499049,112.204728,,,201.5830753483,38.057744,0,129.774610452,5810.5644904,17,10,22.806,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.6, 5, 2.4,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,73,,,,,,,17.4,100.94,201.5830753483,112.204728,6,P-GPS,
608100,2022-05-13 16:38:20,-34.4373638188888,-59.0519204862309,112.204728,,,201.5830753483,38.057744,0,129.782484468,5810.5644904,17,10,22.806,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.5, 4.7, 2.4,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,73,,,,,,,17.4,100.94,201.5830753483,112.204728,6,P-GPS,
608200,2022-05-13 16:38:20,-34.43736379754,-59.0519204689878,112.204728,,,201.5830753483,38.057744,0,129.791998904,5810.5644904,17,10,22.806,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.5, 4.5, 2.5,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,73,,,,,,,17.4,100.94,201.5830753483,112.204728,6,P-GPS,
608300,2022-05-13 16:38:20,-34.4373637766709,-59.0519204405471,112.204728,,,201.5830753483,38.057744,0,129.802825676,5810.5972988,17,10,22.806,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.5, 4.5, 2.6,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,73,,,,,,,17.4,100.94,201.5830753483,112.204728,6,P-GPS,
608400,2022-05-13 16:38:20,-34.4373637582348,-59.0519204255268,112.204728,,,201.5830753483,38.057744,0,129.811027776,5810.5972988,17,10,22.806,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.5, 4.6, 2.5,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,73,,,,,,,17.4,100.94,201.5830753483,112.204728,6,P-GPS,
608500,2022-05-13 16:38:20,-34.4373637347956,-59.0519204137475,112.204728,,,201.5830753483,38.057744,0,129.820214128,5810.5972988,17,10,22.806,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.5, 4.5, 2.3,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,73,,,,,,,17.4,100.94,201.5830753483,112.204728,6,P-GPS,
608600,2022-05-13 16:38:20,-34.4373637100543,-59.0519203997453,112.204728,,,201.5830753483,38.057744,0,129.830056648,5810.5972988,17,10,22.806,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.5, 4.5, 2.2,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,73,,,,,,,17.4,100.94,201.5830753483,112.204728,6,P-GPS,
608700,2022-05-13 16:38:20,-34.4373636799672,-59.0519203761242,112.204728,,,201.5830753483,38.057744,0,129.843180008,5810.6301072,17,10,22.806,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.6, 4.6, 2.4,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,73,,,,,,,17.4,100.94,201.5830753483,112.204728,6,P-GPS,
608800,2022-05-13 16:38:20,-34.4373636583442,-59.0519203616442,112.204728,,,201.5830753483,38.057744,0,129.852038276,5810.6301072,17,10,22.806,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.7, 4.6, 2.6,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,73,,,,,,,17.4,100.94,201.5830753483,112.204728,6,P-GPS,
608900,2022-05-13 16:38:20,-34.4373636332945,-59.0519203496363,112.204728,,,201.5830753483,38.057744,0,129.861880796,5810.6301072,17,10,22.794,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.7, 4.5, 2.5,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,73,,,,,,,17.568,100.94,201.5830753483,112.204728,6,P-GPS,
609000,2022-05-13 16:38:20,-34.4373636064971,-59.0519203402669,112.204728,,,201.5830753483,38.057744,0,129.871395232,5810.6629156,17,10,22.794,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.6, 4, 2.3,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,73,,,,,,,17.568,100.94,201.5830753483,112.204728,6,P-GPS,
609100,2022-05-13 16:38:20,-34.4373635696935,-59.0519203454606,112.204728,,,201.5830753483,38.057744,0,129.88189392,5810.6629156,17,10,22.794,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.5, 3.5, 2,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,73,,,,,,,17.568,100.94,201.5830753483,112.204728,6,P-GPS,
609200,2022-05-13 16:38:21,-34.4373635463228,-59.0519203617896,112.204728,,,201.5830753483,38.057744,0,129.886487096,5810.6629156,17,10,22.794,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.5, 3.8, 1.9,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,73,,,,,,,17.568,100.94,201.5830753483,112.204728,6,P-GPS,
609300,2022-05-13 16:38:21,-34.4373635395036,-59.0519203789496,112.204728,,,201.5830753483,38.057744,0,129.885830928,5810.695724,17,10,22.794,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.5, 4.5, 1.9,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,73,,,,,,,17.568,100.94,201.5830753483,112.204728,6,P-GPS,
609400,2022-05-13 16:38:21,-34.4373635344319,-59.0519203952163,112.204728,,,201.5830753483,38.057744,0,129.884518592,5810.695724,17,10,22.794,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.5, 5, 2.1,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,73,,,,,,,17.568,100.94,201.5830753483,112.204728,6,P-GPS,
609500,2022-05-13 16:38:21,-34.4373635395378,-59.0519204028615,112.204728,,,201.5830753483,38.057744,0,129.88189392,5810.695724,17,10,22.794,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.5, 5, 2.4,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,73,,,,,,,17.568,100.94,201.5830753483,112.204728,6,P-GPS,
609600,2022-05-13 16:38:21,-34.4373635437185,-59.0519204043157,112.204728,,,201.5830753483,38.057744,0,129.8802535,5810.695724,17,10,22.794,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.6, 4.8, 2.6,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,73,,,,,,,17.568,100.94,201.5830753483,112.204728,6,P-GPS,
609700,2022-05-13 16:38:21,-34.437363552354,-59.0519203986857,112.204728,,,201.5830753483,38.057744,0,129.87861308,5810.695724,17,10,22.794,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.6, 4.5, 2.7,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,73,,,,,,,17.568,100.94,201.5830753483,112.204728,6,P-GPS,
609800,2022-05-13 16:38:21,-34.4373635548213,-59.0519203939283,112.204728,,,201.5830753483,38.057744,0,129.87861308,5810.695724,17,10,22.794,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.6, 4.4, 2.6,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,73,,,,,,,17.568,100.94,201.5830753483,112.204728,6,P-GPS,
609900,2022-05-13 16:38:21,-34.4373635555409,-59.051920392017,112.204728,,,201.5830753483,38.057744,0,129.87861308,5810.695724,17,10,22.788,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.6, 4.4, 2.5,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,73,,,,,,,17.178,100.94,201.5830753483,112.204728,6,P-GPS,
610000,2022-05-13 16:38:21,-34.437363554787,-59.0519203903342,112.204728,,,201.5830753483,38.057744,0,129.879269248,5810.695724,17,10,22.788,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.5, 4.4, 2.4,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,73,,,,,,,17.178,100.94,201.5830753483,112.204728,6,P-GPS,
610100,2022-05-13 16:38:22,-34.4373635545814,-59.0519203973354,112.204728,,,201.5830753483,38.057744,0,129.877956912,5810.695724,17,10,22.788,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.5, 4.4, 2.4,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,73,,,,,,,17.178,100.94,201.5830753483,112.204728,6,P-GPS,
610200,2022-05-13 16:38:22,-34.4373635537247,-59.0519204136644,112.204728,,,201.5830753483,38.057744,0,129.875660324,5810.695724,17,10,22.788,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.4, 4.6, 2.1,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,73,,,,,,,17.178,100.94,201.5830753483,112.204728,6,P-GPS,
610300,2022-05-13 16:38:22,-34.4373635565689,-59.0519204334628,112.204728,,,201.5830753483,38.057744,0,129.871395232,5810.7285324,17,10,22.788,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.4, 4.9, 2.1,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,73,,,,,,,17.178,100.94,201.5830753483,112.204728,6,P-GPS,
610400,2022-05-13 16:38:22,-34.4373635617434,-59.0519204611557,112.204728,,,201.5830753483,38.057744,0,129.86548972,5810.7285324,17,10,22.788,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.4, 5, 2,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,73,,,,,,,17.178,100.94,201.5830753483,112.204728,6,P-GPS,
610500,2022-05-13 16:38:22,-34.4373635501266,-59.0519204874982,112.204728,,,201.5830753483,38.057744,0,129.864833552,5810.7285324,17,10,22.788,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.5, 5, 1.8,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,73,,,,,,,17.178,100.94,201.5830753483,112.204728,6,P-GPS,
610600,2022-05-13 16:38:22,-34.4373635305254,-59.0519205108076,112.204728,,,201.5830753483,38.057744,0,129.866802056,5810.7285324,17,10,22.788,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.5, 4.9, 1.6,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,73,,,,,,,17.178,100.94,201.5830753483,112.204728,6,P-GPS,
610700,2022-05-13 16:38:22,-34.4373635079772,-59.0519205381265,112.204728,,,201.5830753483,38.057744,0,129.869426728,5810.7613408,17,10,22.788,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.6, 4.8, 1.3,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,73,,,,,,,17.178,100.94,201.5830753483,112.204728,6,P-GPS,
610800,2022-05-13 16:38:22,-34.4373634856346,-59.0519205495112,112.204728,,,201.5830753483,38.057744,0,129.874347988,5810.7613408,17,10,22.788,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.6, 4.5, 1,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,73,,,,,,,17.178,100.94,201.5830753483,112.204728,6,P-GPS,
610900,2022-05-13 16:38:22,-34.4373634628465,-59.0519205505914,112.204728,,,201.5830753483,38.057744,0,129.881237752,5810.7613408,17,10,22.788,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.7, 4.3, 1.2,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,73,,,,,,,17.062,100.94,201.5830753483,112.204728,6,P-GPS,
611000,2022-05-13 16:38:22,-34.437363446021,-59.0519205395392,112.204728,,,201.5830753483,38.057744,0,129.888127516,5810.7613408,17,10,22.788,321.0056513483,231.627304,35.5226072,597.91012412,0,0,0,208.6, 4.2, 1.5,0,0,1024,1024,1024,1024,0,0,0,0,215,-37.3,0,73,,,,,,,17.062,100.94,201.5830753483,112.204728,6,P-GPS,
