time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
225100,2022-05-13 16:31:57,-34.4382482182188,-59.0503596546253,229.6588,,,319.0371473483,38.057744,0,580.91537292,633.93046648,18,10,23.532,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,312.3, -2, 1.7,0,0,1024,1024,1024,650,0,0,0,-57,312.1,-1.2,0,89,,,,,,,15.25,87.62,319.0371473483,229.6588,6,P-GPS,
225200,2022-05-13 16:31:57,-34.4382482001939,-59.0503596330194,229.6588,,,319.0371473483,38.057744,0,580.91865376,633.940309,18,10,23.532,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,309.6, -2, 1.7,0,0,1024,1024,1024,653,0,0,0,-56,308.8,-1.2,0,89,,,,,,,15.25,87.62,319.0371473483,229.6588,6,P-GPS,
225300,2022-05-13 16:31:57,-34.4382481862126,-59.0503596097516,229.6588,,,319.0371473483,38.057744,0,580.9219346,633.95015152,18,10,23.532,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,306.6, -2, 1.7,0,0,1024,1024,1024,677,0,0,0,-53,305.5,-1.2,0,89,,,,,,,15.25,87.62,319.0371473483,229.6588,6,P-GPS,
225400,2022-05-13 16:31:57,-34.4382481812781,-59.0503595901401,229.6588,,,319.0371473483,38.057744,0,580.92849628,633.9567132,18,10,23.532,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,303.5, -2.1, 1.6,0,0,1024,1024,1024,680,0,0,0,-52,302.3,-1.2,0,89,,,,,,,15.25,87.62,319.0371473483,229.6588,6,P-GPS,
225500,2022-05-13 16:31:57,-34.4382481744931,-59.0503595642131,229.6588,,,319.0371473483,38.057744,0,580.93505796,633.96327488,18,10,23.532,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,300.4, -2.1, 1.5,0,0,1024,1024,1024,694,0,0,0,-50,299.2,-1.2,0,89,,,,,,,15.25,87.62,319.0371473483,229.6588,6,P-GPS,
225600,2022-05-13 16:31:57,-34.4382481739448,-59.0503595404467,229.6588,,,319.0371473483,38.057744,0,580.94161964,633.96983656,18,10,23.532,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,297.2, -2.1, 1.6,0,0,1024,1024,1024,774,0,0,0,-38,296.2,-1.2,0,89,,,,,,,15.25,87.62,319.0371473483,229.6588,6,P-GPS,
225700,2022-05-13 16:31:57,-34.4382481591411,-59.0503595188408,229.6588,,,319.0371473483,38.057744,0,580.94490048,633.97967908,18,10,23.532,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,294.3, -1.9, 1.9,0,0,1024,1024,1024,832,0,0,0,-29,293.5,-1.2,0,89,,,,,,,15.25,87.62,319.0371473483,229.6588,6,P-GPS,
225800,2022-05-13 16:31:57,-34.4382481494776,-59.0503595082041,229.6588,,,319.0371473483,38.057744,0,580.94490048,633.98295992,18,10,23.532,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,291.5, -1.7, 2.1,0,0,1024,1024,1024,922,0,0,0,-15,291.1,-1.2,0,89,,,,,,,15.25,87.62,319.0371473483,229.6588,6,P-GPS,
225900,2022-05-13 16:31:57,-34.438248146462,-59.0503594832743,229.6588,,,319.0371473483,38.057744,0,580.95146216,633.99280244,18,10,23.55,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,289.2, -1.7, 2.4,0,0,1024,1024,1024,981,0,0,0,-7,289.7,-1.2,0,89,,,,,,,15.3,87.8,319.0371473483,229.6588,6,P-GPS,
226000,2022-05-13 16:31:57,-34.4382481450228,-59.0503594571811,229.6588,,,319.0371473483,38.057744,0,580.96130468,633.99936412,18,10,23.55,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,287.4, -1.9, 2.4,0,0,1024,1024,1024,1024,0,0,0,0,289.1,-1.2,0,89,,,,,,,15.3,87.8,319.0371473483,229.6588,6,P-GPS,
226100,2022-05-13 16:31:58,-34.438248163733,-59.0503594344118,229.6588,,,319.0371473483,38.057744,0,580.96786636,634.00920664,18,10,23.55,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,286.3, -2.1, 2.3,0,0,1024,1024,1024,1024,0,0,0,0,288.9,-1.2,0,89,,,,,,,15.3,87.8,319.0371473483,229.6588,6,P-GPS,
226200,2022-05-13 16:31:58,-34.4382481819634,-59.050359413637,229.6588,,,319.0371473483,38.057744,0,580.97770888,634.01904916,18,10,23.55,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,285.7, -2.2, 2.4,0,0,1024,1024,1024,1024,0,0,0,0,288.9,-1.2,0,89,,,,,,,15.3,87.8,319.0371473483,229.6588,6,P-GPS,
226300,2022-05-13 16:31:58,-34.4382481925179,-59.0503594033327,229.6588,,,319.0371473483,38.057744,0,580.98098972,634.02233,18,10,23.55,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,285.5, -2.2, 2.6,0,0,1024,1024,1024,979,0,0,0,-7,288.9,-1.2,0,89,,,,,,,15.3,87.8,319.0371473483,229.6588,6,P-GPS,
226400,2022-05-13 16:31:58,-34.4382481999883,-59.0503593963523,229.6588,,,319.0371473483,38.057744,0,580.98427056,634.02561084,18,10,23.55,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,285.3, -2, 2.9,0,0,1024,1024,1024,727,0,0,0,-45,288.9,-1.2,0,89,,,,,,,15.3,87.8,319.0371473483,229.6588,6,P-GPS,
226500,2022-05-13 16:31:58,-34.4382481972469,-59.0503593870452,229.6588,,,319.0371473483,38.057744,0,580.9875514,634.02889168,18,10,23.55,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,285.2, -1.9, 2.9,0,0,1024,1024,1024,657,0,0,0,-56,288.5,-1.2,0,89,,,,,,,15.3,87.8,319.0371473483,229.6588,6,P-GPS,
226600,2022-05-13 16:31:58,-34.4382481927921,-59.0503593657717,229.6588,,,319.0371473483,38.057744,0,580.99083224,634.03545336,18,10,23.55,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,284.7, -1.9, 2.8,0,0,1024,1024,1024,656,0,0,0,-56,286.5,-1.2,0,89,,,,,,,15.3,87.8,319.0371473483,229.6588,6,P-GPS,
226700,2022-05-13 16:31:58,-34.4382481953964,-59.0503593380165,229.6588,,,319.0371473483,38.057744,0,581.00067476,634.04529588,18,10,23.55,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,283.1, -2, 2.8,0,0,1024,1024,1024,660,0,0,0,-55,283.5,-1.2,0,89,,,,,,,15.3,87.8,319.0371473483,229.6588,6,P-GPS,
226800,2022-05-13 16:31:58,-34.4382482045116,-59.0503593175741,229.6588,,,319.0371473483,38.057744,0,581.00723644,634.05185756,18,10,23.55,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,280.6, -2, 3,0,0,1024,1024,1024,686,0,0,0,-51,280.4,-1.2,0,89,,,,,,,15.3,87.8,319.0371473483,229.6588,6,P-GPS,
226900,2022-05-13 16:31:58,-34.43824821301,-59.0503592904837,229.6588,,,319.0371473483,38.057744,0,581.01707896,634.05841924,18,10,23.55,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,277.6, -1.9, 3,0,0,1024,1024,1024,708,0,0,0,-48,277.2,-1.2,0,89,,,,,,,15.31,87.8,319.0371473483,229.6588,6,P-GPS,
227000,2022-05-13 16:31:58,-34.4382482280193,-59.0503592718694,229.6588,,,319.0371473483,38.057744,0,581.02364064,634.06826176,18,10,23.55,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,274.5, -1.6, 2.9,0,0,1024,1024,1024,718,0,0,0,-46,274.2,-1.2,0,89,,,,,,,15.31,87.8,319.0371473483,229.6588,6,P-GPS,
227100,2022-05-13 16:31:59,-34.4382482620815,-59.0503592645567,229.6588,,,319.0371473483,38.057744,0,581.03020232,634.08138512,18,10,23.55,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,271.7, -1.3, 3,0,0,1024,1024,1024,742,0,0,0,-43,271.5,-1.2,0,89,,,,,,,15.31,87.8,319.0371473483,229.6588,6,P-GPS,
227200,2022-05-13 16:31:59,-34.4382483354146,-59.0503592519256,229.6588,,,319.0371473483,38.057744,0,581.04332568,634.10763184,18,10,23.55,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,269, -1.1, 3.3,0,0,1024,1024,1024,763,0,0,0,-40,269,-1.2,0,89,,,,,,,15.31,87.8,319.0371473483,229.6588,6,P-GPS,
227300,2022-05-13 16:31:59,-34.4382483885296,-59.050359248934,229.6588,,,319.0371473483,38.057744,0,581.04988736,634.12731688,18,10,23.55,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,266.6, -1, 3.6,0,0,1024,1024,1024,779,0,0,0,-37,266.6,-1.2,0,89,,,,,,,15.31,87.8,319.0371473483,229.6588,6,P-GPS,
227400,2022-05-13 16:31:59,-34.4382484437693,-59.050359248103,229.6588,,,319.0371473483,38.057744,0,581.05972988,634.14700192,18,10,23.55,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,264.2, -0.9, 3.8,0,0,1024,1024,1024,839,0,0,0,-28,264.5,-1.2,0,89,,,,,,,15.31,87.8,319.0371473483,229.6588,6,P-GPS,
227500,2022-05-13 16:31:59,-34.4382485449963,-59.0503592535876,229.6588,,,319.0371473483,38.057744,0,581.0695724,634.18309116,18,10,23.55,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,262, -0.6, 3.8,0,0,1024,1024,1024,885,0,0,0,-21,262.6,-1.2,0,89,,,,,,,15.31,87.8,319.0371473483,229.6588,6,P-GPS,
227600,2022-05-13 16:31:59,-34.4382486104478,-59.0503592609003,229.6588,,,319.0371473483,38.057744,0,581.07613408,634.20933788,17,10,23.55,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,260.1, -0.3, 3.8,0,0,1024,1024,1024,947,0,0,0,-12,261.3,-1.2,0,89,,,,,,,15.31,87.8,319.0371473483,229.6588,6,P-GPS,
227700,2022-05-13 16:31:59,-34.4382486643168,-59.0503592720356,229.6588,,,319.0371473483,38.057744,0,581.08269576,634.22902292,17,10,23.55,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,258.7, -0.3, 3.8,0,0,1024,1024,1024,1024,0,0,0,0,260.6,-1.2,0,89,,,,,,,15.31,87.8,319.0371473483,229.6588,6,P-GPS,
227800,2022-05-13 16:31:59,-34.4382487132511,-59.0503592796808,229.6588,,,319.0371473483,38.057744,0,581.0859766,634.24542712,17,10,23.55,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,257.7, -0.2, 3.9,0,0,1024,1024,1024,1024,0,0,0,0,260.3,-1.2,0,89,,,,,,,15.31,87.8,319.0371473483,229.6588,6,P-GPS,
227900,2022-05-13 16:31:59,-34.4382487697245,-59.0503592971317,229.6588,,,319.0371473483,38.057744,0,581.08925744,634.268393,17,10,23.538,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,257.1, -0.1, 3.8,0,0,1024,1024,1024,1024,0,0,0,0,260.3,-1.2,0,89,,,,,,,15.508,87.8,319.0371473483,229.6588,6,P-GPS,
228000,2022-05-13 16:31:59,-34.4382487990577,-59.0503592959682,229.6588,,,319.0371473483,38.057744,0,581.09253828,634.27823552,17,10,23.538,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,256.9, 0, 3.7,0,0,1024,1024,1024,1024,0,0,0,0,260.3,-1.2,0,89,,,,,,,15.508,87.8,319.0371473483,229.6588,6,P-GPS,
228100,2022-05-13 16:32:00,-34.438248817014,-59.0503592760244,229.6588,,,319.0371473483,38.057744,0,581.09909996,634.28807804,17,10,23.538,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,256.7, -0.2, 3.8,0,0,1024,1024,1024,1024,0,0,0,0,260.3,-1.2,0,89,,,,,,,15.508,87.8,319.0371473483,229.6588,6,P-GPS,
228200,2022-05-13 16:32:00,-34.4382488336681,-59.050359242286,229.6588,,,319.0371473483,38.057744,0,581.11222332,634.29792056,17,10,23.538,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,256.7, -0.4, 3.9,0,0,1024,1024,1024,1024,0,0,0,0,260.3,-1.2,0,89,,,,,,,15.508,87.8,319.0371473483,229.6588,6,P-GPS,
228300,2022-05-13 16:32:00,-34.4382488371635,-59.0503592233394,229.6588,,,319.0371473483,38.057744,0,581.118785,634.30448224,17,10,23.538,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,256.7, -0.5, 3.9,0,0,1024,1024,1024,1024,0,0,0,0,260.3,-1.2,0,89,,,,,,,15.508,87.8,319.0371473483,229.6588,6,P-GPS,
228400,2022-05-13 16:32:00,-34.4382488314065,-59.0503592073843,229.6588,,,319.0371473483,38.057744,0,581.12206584,634.31104392,17,10,23.538,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,256.7, -0.4, 3.8,0,0,1024,1024,1024,1024,0,0,0,0,260.3,-1.2,0,89,,,,,,,15.508,87.8,319.0371473483,229.6588,6,P-GPS,
228500,2022-05-13 16:32:00,-34.4382488207149,-59.0503591982433,229.6588,,,319.0371473483,38.057744,0,581.12206584,634.31432476,17,10,23.538,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,256.7, -0.3, 3.4,0,0,1024,1024,1024,909,0,0,0,-17,260.3,-1.2,0,89,,,,,,,15.508,87.8,319.0371473483,229.6588,6,P-GPS,
228600,2022-05-13 16:32:00,-34.4382488094065,-59.0503591995729,229.6588,,,319.0371473483,38.057744,0,581.12206584,634.3176056,17,10,23.538,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,256.7, -0.3, 3.2,0,0,1024,1024,1024,840,0,0,0,-28,260.3,-1.2,0,89,,,,,,,15.508,87.8,319.0371473483,229.6588,6,P-GPS,
228700,2022-05-13 16:32:00,-34.4382488000857,-59.0503591791305,229.6588,,,319.0371473483,38.057744,0,581.12534668,634.32416728,17,10,23.538,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,256.6, -0.4, 3,0,0,1024,1024,1024,815,0,0,0,-32,259.7,-1.2,0,89,,,,,,,15.508,87.8,319.0371473483,229.6588,6,P-GPS,
228800,2022-05-13 16:32:00,-34.4382487963848,-59.0503591527049,229.6588,,,319.0371473483,38.057744,0,581.13190836,634.3340098,17,10,23.538,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,256.1, -0.4, 3.4,0,0,1024,1024,1024,766,0,0,0,-39,258.5,-1.2,0,89,,,,,,,15.508,87.8,319.0371473483,229.6588,6,P-GPS,
228900,2022-05-13 16:32:00,-34.4382488085841,-59.0503591161411,229.6588,,,319.0371473483,38.057744,0,581.14503172,634.34713316,17,10,23.532,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,255.2, -0.6, 3.8,0,0,1024,1024,1024,723,0,0,0,-46,257.1,-1.2,0,89,,,,,,,15.644,87.8,319.0371473483,229.6588,6,P-GPS,
229000,2022-05-13 16:32:00,-34.4382488003599,-59.0503590807408,229.6588,,,319.0371473483,38.057744,0,581.1515934,634.35697568,17,10,23.532,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,254, -0.6, 4,0,0,1024,1024,1024,688,0,0,0,-51,255.4,-1.2,0,89,,,,,,,15.644,87.8,319.0371473483,229.6588,6,P-GPS,
229100,2022-05-13 16:32:00,-34.438248782335,-59.050359051656,229.6588,,,319.0371473483,38.057744,0,581.15815508,634.3668182,17,10,23.532,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,252.4, -0.6, 3.9,0,0,1024,1024,1024,698,0,0,0,-49,253.2,-1.2,0,89,,,,,,,15.644,87.8,319.0371473483,229.6588,6,P-GPS,
229200,2022-05-13 16:32:01,-34.4382487567027,-59.0503590267262,229.6588,,,319.0371473483,38.057744,0,581.16143592,634.37994156,17,10,23.532,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,250.3, -0.5, 3.6,0,0,1024,1024,1024,698,0,0,0,-49,251.8,-1.2,0,89,,,,,,,15.644,87.8,319.0371473483,229.6588,6,P-GPS,
229300,2022-05-13 16:32:01,-34.438248746628,-59.0503589855089,229.6588,,,319.0371473483,38.057744,0,581.17127844,634.39306492,17,10,23.532,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,247.8, -0.3, 3.1,0,0,1024,1024,1024,736,0,0,0,-44,247.7,-1.2,0,89,,,,,,,15.644,87.8,319.0371473483,229.6588,6,P-GPS,
229400,2022-05-13 16:32:01,-34.4382487273695,-59.0503589555931,229.6588,,,319.0371473483,38.057744,0,581.17784012,634.40290744,17,10,23.532,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,245.2, -0.1, 3.1,0,0,1024,1024,1024,742,0,0,0,-43,245,-1.2,0,89,,,,,,,15.644,87.8,319.0371473483,229.6588,6,P-GPS,
229500,2022-05-13 16:32:01,-34.4382487126343,-59.0503589226857,229.6588,,,319.0371473483,38.057744,0,581.1844018,634.4160308,17,10,23.532,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,242.7, -0.2, 3.4,0,0,1024,1024,1024,761,0,0,0,-40,242.7,-1.2,0,89,,,,,,,15.644,87.8,319.0371473483,229.6588,6,P-GPS,
229600,2022-05-13 16:32:01,-34.4382487039303,-59.0503588743219,229.6588,,,319.0371473483,38.057744,0,581.19752516,634.42915416,17,10,23.532,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,240.3, 0, 3.6,0,0,1024,1024,1024,787,0,0,0,-36,240.4,-1.2,0,89,,,,,,,15.644,87.8,319.0371473483,229.6588,6,P-GPS,
229700,2022-05-13 16:32:01,-34.4382486780924,-59.0503588628542,229.6588,,,319.0371473483,38.057744,0,581.19752516,634.43899668,17,10,23.532,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,238.2, 0.2, 3.3,0,0,1024,1024,1024,820,0,0,0,-31,238.4,-1.2,0,89,,,,,,,15.644,87.8,319.0371473483,229.6588,6,P-GPS,
229800,2022-05-13 16:32:01,-34.4382486477997,-59.050358854378,229.6588,,,319.0371473483,38.057744,0,581.19752516,634.45212004,17,10,23.532,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,236.2, 0.2, 3.2,0,0,1024,1024,1024,979,0,0,0,-7,236.7,-1.2,0,89,,,,,,,15.644,87.8,319.0371473483,229.6588,6,P-GPS,
229900,2022-05-13 16:32:01,-34.43824860894,-59.0503588370933,229.6588,,,319.0371473483,38.057744,0,581.19424432,634.4652434,17,10,23.532,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,234.5, 0.2, 3.1,0,0,1024,1024,1024,1024,0,0,0,0,235.5,-1.2,0,89,,,,,,,15.802,87.8,319.0371473483,229.6588,6,P-GPS,
230000,2022-05-13 16:32:01,-34.4382485678187,-59.0503588031888,229.6588,,,319.0371473483,38.057744,0,581.200806,634.48492844,17,10,23.532,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,233.1, 0.1, 2.9,0,0,1024,1024,1024,1024,0,0,0,0,235,-1.2,0,89,,,,,,,15.802,87.8,319.0371473483,229.6588,6,P-GPS,
230100,2022-05-13 16:32:02,-34.4382485332082,-59.0503587667912,229.6588,,,319.0371473483,38.057744,0,581.20408684,634.50133264,17,10,23.532,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,232.3, 0.1, 2.9,0,0,1024,1024,1024,1024,0,0,0,0,235,-1.2,0,89,,,,,,,15.802,87.8,319.0371473483,229.6588,6,P-GPS,
230200,2022-05-13 16:32:02,-34.4382484988034,-59.050358723081,229.6588,,,319.0371473483,38.057744,0,581.21392936,634.52101768,17,10,23.532,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,231.8, 0.1, 2.9,0,0,1024,1024,1024,859,0,0,0,-25,235,-1.2,0,89,,,,,,,15.802,87.8,319.0371473483,229.6588,6,P-GPS,
230300,2022-05-13 16:32:02,-34.4382484686477,-59.0503586689001,229.6588,,,319.0371473483,38.057744,0,581.22377188,634.54070272,17,10,23.532,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,231.5, -0.1, 2.9,0,0,1024,1024,1024,760,0,0,0,-40,234.9,-1.2,0,89,,,,,,,15.802,87.8,319.0371473483,229.6588,6,P-GPS,
230400,2022-05-13 16:32:02,-34.4382484408908,-59.0503586315054,229.6588,,,319.0371473483,38.057744,0,581.23033356,634.55382608,17,10,23.532,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,231.2, -0.2, 3.1,0,0,1024,1024,1024,811,0,0,0,-32,233.6,-1.2,0,89,,,,,,,15.802,87.8,319.0371473483,229.6588,6,P-GPS,
230500,2022-05-13 16:32:02,-34.4382484102554,-59.050358606077,229.6588,,,319.0371473483,38.057744,0,581.2336144,634.56694944,17,10,23.532,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,230.3, 0, 3.6,0,0,1024,1024,1024,872,0,0,0,-23,231.7,-1.2,0,89,,,,,,,15.802,87.8,319.0371473483,229.6588,6,P-GPS,
230600,2022-05-13 16:32:02,-34.4382483715328,-59.0503585866317,229.6588,,,319.0371473483,38.057744,0,581.2336144,634.58335364,17,10,23.532,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,228.9, 0.1, 3.8,0,0,1024,1024,1024,1024,0,0,0,0,230.1,-1.2,0,89,,,,,,,15.802,87.8,319.0371473483,229.6588,6,P-GPS,
230700,2022-05-13 16:32:02,-34.4382482992963,-59.0503585841388,229.6588,,,319.0371473483,38.057744,0,581.22377188,634.60960036,17,10,23.532,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,227.5, 0, 3.4,0,0,1024,1024,1024,1024,0,0,0,0,229.1,-1.2,0,89,,,,,,,15.802,87.8,319.0371473483,229.6588,6,P-GPS,
230800,2022-05-13 16:32:02,-34.4382482538572,-59.0503585675189,229.6588,,,319.0371473483,38.057744,0,581.22377188,634.62600456,17,10,23.532,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,226.4, -0.1, 3,0,0,1024,1024,1024,1024,0,0,0,0,228.9,-1.2,0,89,,,,,,,15.802,87.8,319.0371473483,229.6588,6,P-GPS,
230900,2022-05-13 16:32:02,-34.4382482258947,-59.0503585449158,229.6588,,,319.0371473483,38.057744,0,581.22705272,634.63912792,17,10,23.514,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,225.7, -0.3, 3,0,0,1024,1024,1024,1024,0,0,0,0,228.9,-1.2,0,89,,,,,,,15.736,87.98,319.0371473483,229.6588,6,P-GPS,
231000,2022-05-13 16:32:02,-34.4382482104742,-59.0503585331157,229.6588,,,319.0371473483,38.057744,0,581.22705272,634.6456896,17,10,23.514,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,225.3, -0.2, 3.2,0,0,1024,1024,1024,1024,0,0,0,0,228.9,-1.2,0,89,,,,,,,15.736,87.98,319.0371473483,229.6588,6,P-GPS,
231100,2022-05-13 16:32:03,-34.4382482166424,-59.0503585527272,229.6588,,,319.0371473483,38.057744,0,581.22377188,634.65225128,17,10,23.514,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,225.1, 0, 3.4,0,0,1024,1024,1024,1024,0,0,0,0,228.9,-1.2,0,89,,,,,,,15.736,87.98,319.0371473483,229.6588,6,P-GPS,
231200,2022-05-13 16:32:03,-34.4382482363807,-59.0503585951079,229.6588,,,319.0371473483,38.057744,0,581.21392936,634.66537464,17,10,23.514,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,225.1, 0.4, 3.3,0,0,1024,1024,1024,1024,0,0,0,0,228.9,-1.2,0,89,,,,,,,15.736,87.98,319.0371473483,229.6588,6,P-GPS,
231300,2022-05-13 16:32:03,-34.4382482701687,-59.0503586494549,229.6588,,,319.0371473483,38.057744,0,581.20408684,634.68834052,17,10,23.514,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,225.2, 1, 3.3,0,0,1024,1024,1024,1024,0,0,0,0,228.9,-1.2,0,89,,,,,,,15.736,87.98,319.0371473483,229.6588,6,P-GPS,
231400,2022-05-13 16:32:03,-34.4382483060128,-59.0503587131091,229.6588,,,319.0371473483,38.057744,0,581.19096348,634.7113064,17,10,23.514,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,225.2, 1.6, 3.4,0,0,1024,1024,1024,1024,0,0,0,0,228.9,-1.2,0,89,,,,,,,15.736,87.98,319.0371473483,229.6588,6,P-GPS,
231500,2022-05-13 16:32:03,-34.4382483350034,-59.0503587694505,229.6588,,,319.0371473483,38.057744,0,581.17784012,634.73099144,17,10,23.514,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,225.3, 2, 3.4,0,0,1024,1024,1024,1024,0,0,0,0,228.9,-1.2,0,89,,,,,,,15.736,87.98,319.0371473483,229.6588,6,P-GPS,
231600,2022-05-13 16:32:03,-34.4382483535765,-59.0503588186453,229.6588,,,319.0371473483,38.057744,0,581.1679976,634.74739564,17,10,23.514,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,225.3, 2.3, 3.3,0,0,1024,1024,1024,1024,0,0,0,0,228.9,-1.2,0,89,,,,,,,15.736,87.98,319.0371473483,229.6588,6,P-GPS,
231700,2022-05-13 16:32:03,-34.4382483605671,-59.0503588580344,229.6588,,,319.0371473483,38.057744,0,581.15487424,634.75723816,17,10,23.514,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,225.3, 2.2, 2.9,0,0,1024,1024,1024,1024,0,0,0,0,228.9,-1.2,0,89,,,,,,,15.736,87.98,319.0371473483,229.6588,6,P-GPS,
231800,2022-05-13 16:32:03,-34.4382483653646,-59.0503588995841,229.6588,,,319.0371473483,38.057744,0,581.14503172,634.77036152,17,10,23.514,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,225.2, 1.9, 2.7,0,0,1024,1024,1024,1024,0,0,0,0,228.9,-1.2,0,89,,,,,,,15.736,87.98,319.0371473483,229.6588,6,P-GPS,
231900,2022-05-13 16:32:03,-34.4382483692711,-59.0503589353169,229.6588,,,319.0371473483,38.057744,0,581.1351892,634.78348488,17,10,23.514,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,225.2, 1.6, 2.6,0,0,1024,1024,1024,1024,0,0,0,0,228.9,-1.2,0,89,,,,,,,16.104,87.98,319.0371473483,229.6588,6,P-GPS,
232000,2022-05-13 16:32:03,-34.4382483784549,-59.0503589649003,229.6588,,,319.0371473483,38.057744,0,581.12862752,634.7933274,17,10,23.514,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,225.2, 1.6, 2.7,0,0,1024,1024,1024,1024,0,0,0,0,228.9,-1.2,0,89,,,,,,,16.104,87.98,319.0371473483,229.6588,6,P-GPS,
232100,2022-05-13 16:32:04,-34.4382483742742,-59.0503589891653,229.6588,,,319.0371473483,38.057744,0,581.12206584,634.79988908,17,10,23.514,319.3652313483,229.986884,15.5243636,581.69621284,0,0,0,225.2, 1.5, 2.9,0,0,1024,1024,1024,1024,0,0,0,0,228.9,-1.2,0,89,,,,,,,16.104,87.98,319.0371473483,229.6588,6,P-GPS,
